Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Cor (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cartao-de-fidelidade-estetica,,,,,,,,,1000 Cartões,,,,,,,,,2000.0,,0,deny,manual,146.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/fichas-estetica-harmonizacao-corporal-facial.webp?v=1762443709,2,"Fichas de estética e harmonização corporal e facial. Anamnese, contratos e termos de estética avançada.",,,,,,,,,,,,,,,,,,kg,,,
cartao-de-fidelidade-estetica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/design-estetica_e279d2fa-3896-4434-9904-a82be5f8f13b.webp?v=1761928435,3,"",,,,,,,,,,,,,,,,,,,,,
anamnese-de-lipo-enzimatica,"Anamnese de Lipo Enzimática • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"",product,false,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Lipo_Enzim_tica.webp?v=1749154602,1,Anamnese de Lipo Enzimática,false,Anamnese de lipo enzimática,"Anamnese estética corporal com verso para plano de tratamento e consentimento, impressa com excelência e design incomparável.",,,,,,,,,,,,,,,kg,,,active
anamnese-de-lipo-enzimatica,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Lipo_Enzim_tica_2.webp?v=1749154613,2,Anamnese de Lipo Enzimática,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-lipo-enzimatica,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Lipo_Enzim_tica_3.webp?v=1749154622,3,Anamnese de Lipo Enzimática,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-lipo-enzimatica,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/anamnese-carboxiterapia.jpg?v=1762443973,4,anamnese de carboxiterapia,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-lipo-enzimatica,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
portfolio-de-apresentacao-medicos,Portfolio de apresentação médica • Produto premium em papel perolizado • Arte sob medida,"<h4 data-end=""387"" data-start=""303""><strong data-end=""385"" data-start=""307"">Na Med Logos®, tudo começa com design, e termina como percepção de valor.</strong></h4>
<p data-start=""388"" data-end=""599"">Nossos impressos foram <strong>criados para impressionar</strong>: pensados para médicos que sabem que cada material é mais do que papel.<br><br data-start=""508"" data-end=""511"">Ao investir no nosso trabalho, <strong>você está presenteando a sua própria imagem profissional</strong>.</p>
<p data-start=""388"" data-end=""599""> </p>
<h4 data-start=""606"" data-end=""667""><strong data-start=""610"" data-end=""665"">Design chama atenção. Qualidade constrói reputação.</strong></h4>
<p class=""p1"">O portfolio de apresentação para pacientes Hight Ticket trará o toque de sofisticação que transforma a primeira impressão em confiança e encantamento</p>
<p class=""p1"">Com acabamento elegante e brilho suave, o <b>papel perolizado 250g</b> confere ao seu material de recepção uma aparência luxuosa e distinta, destacando o cuidado e a excelência que você oferece aos seus pacientes. Essa escolha transmite não apenas profissionalismo, mas também a atenção aos detalhes que fazem toda a diferença para pacientes de alto padrão.</p>
<p class=""p1"">Ao entregar um<i> </i>portfolio de apresentação em papel perolizado, você reforça a imagem do seu consultório como um local de prestígio e qualidade superior. <br><br>Cada detalhe – da textura delicada ao toque ao brilho sutil que reflete a luz – convida o paciente a perceber a seriedade e a dedicação do seu trabalho.</p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span><b>Impressão de excelência:</b> O papel perolizado 250g valoriza a sua marca e destaca seu compromisso com o cuidado premium.<br><br>
</li>
<li class=""li1"">
<span class=""s1""></span><b>Primeira impressão impecável:</b> Um material diferenciado que reflete o padrão elevado do seu atendimento.<br><br>
</li>
<li class=""li1"">
<span class=""s1""></span><b>Diferenciação competitiva:</b> Encante seus pacientes desde o primeiro contato, criando uma experiência memorável.</li>
</ul>
<p class=""p1"">Transmita confiança, cuidado e um convite ao encantamento.</p>
<p class=""p1"">Quando fechado, o portfolio de apresentação tem o formato A4.</p>
<p data-start=""1121"" data-end=""1216""> </p>
<h4 data-start=""1223"" data-end=""1270""><strong data-start=""1227"" data-end=""1268"">Métodos de personalização disponíveis</strong></h4>
<ul>
<li data-start=""1271"" data-end=""1641"">Escolha nosso desenho pré-desenvolvido para este produto, criado para transmitir sofisticação, elegância e cuidado;<br><br>
</li>
<li data-start=""1271"" data-end=""1641"">Adquira um logotipo exclusivo em nossa loja — utilizamos sua nova identidade visual e paleta de cores;<br><br>
</li>
<li data-start=""1271"" data-end=""1641"">Envie um logotipo já existente, preferencialmente em formato vetorial (Corel Draw ou Illustrator), ou PNG de alta resolução com fundo transparente;<br><br>
</li>
<li data-start=""1271"" data-end=""1641"">Anexe até 3 arquivos da sua identidade visual para garantir um layout totalmente alinhado à sua marca.</li>
</ul>
<p> </p>
<h4 data-start=""1648"" data-end=""1681""><strong data-start=""1652"" data-end=""1679"">Aprovação da arte final</strong></h4>
<p data-start=""1682"" data-end=""1884"">Após a confirmação do pedido, nossa equipe entrará em contato pelo WhatsApp em até <strong data-start=""1765"" data-end=""1781"">2 dias úteis</strong>, com o layout personalizado.<br><br data-start=""1810"" data-end=""1813"">Você poderá solicitar ajustes e correções antes do envio para produção.</p>
<p data-start=""1682"" data-end=""1884""> </p>
<h4 data-start=""1891"" data-end=""1915""><strong data-start=""1895"" data-end=""1913"">Prazos e envio</strong></h4>
<p data-start=""1916"" data-end=""2015"">Produção em até <strong data-start=""1932"" data-end=""1949"">12 dias úteis</strong>.<br data-start=""1950"" data-end=""1953"">Envio realizado pelos <strong data-start=""1975"" data-end=""1987"">Correios</strong>, com rastreamento nacional.</p>
<p data-start=""2017"" data-end=""2082"">Não é possível fracionar a tiragem com dados ou artes diferentes.</p>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","essenciais, papelaria-hof, papelariapsiquiatria, product",true,QUANTIDADE DE PORTFOLIOS,100 Unidades,,,,,,,,,1300.0,,0,deny,manual,1267.70,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/portfolio-apresentacao-dermatologia.webp?v=1748885812,1,"Folder premium para apresentação de serviços médicos, de dermatologia e também de estética corporal e facial. Impressão e design.",false,Portfolio de apresentação médica • Produto premium em papel perolizado,"Pasta perolizada premium para apresentação de serviços de estética corporal e facial, ideal para profissionais de saúde, estética e harmonização, que buscam precisão e personalização no atendimento.",,,,,,,,,,,,,,,kg,,,active
portfolio-de-apresentacao-medicos,,,,,,,,,250 Unidades,,,,,,,,,3250.0,,0,deny,manual,2377.70,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/papel-perolizado.webp?v=1748885812,2,"",,,,,,,,,,,,,,,,,,kg,,,
portfolio-de-apresentacao-medicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/fichas-estetica-harmonizacao-corporal-facial.webp?v=1762443709,3,"Fichas de estética e harmonização corporal e facial. Anamnese, contratos e termos de estética avançada.",,,,,,,,,,,,,,,,,,,,,
portfolio-de-apresentacao-medicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/design-estetica_7c92222d-a5ef-4849-acbb-6a88c1871f0f.webp?v=1761928379,4,"",,,,,,,,,,,,,,,,,,,,,
termo-de-consentimento-bichectomia,Termo de consentimento para bichectomia,"<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span><meta charset=""utf-8""> <span>O termo de consentimento para procedimento de bichectomia</span><span> é impresso em papel offset paperfect® com 90g/m². <br><br></span><meta charset=""utf-8"">Cada bloco contém 100 folhas em formato A4 (21x29,7cm).<br><br><span>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. </span><br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2.<span> </span></strong><strong data-end=""495"" data-start=""461"">Métodos de personalização disponíveis</strong></p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquira um logotipo exclusivo<span> </span></strong><strong>em nossa loja</strong><span> </span>— utilizamos sua nova identidade visual e paleta de cores;<br><br></p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Envie um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;<br><br></p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexe até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca;<br><br></p>
</li>
<li>
<strong data-end=""879"" data-start=""827"">Escolha nosso desenho pré-desenvolvido para esse produto</strong>, criado para transmitir sofisticação, elegância e cuidado.</li>
</ul>
<p data-start=""1136"" data-end=""1153""><strong data-start=""1140"" data-end=""1153"">3. Prazos</strong></p>
<p data-start=""1155"" data-end=""1200"" class="""">Produção em até 12 dias úteis + Correios.<br><br><strong>4. Nota</strong><br><br>Não é possível fracionar a quantidade com artes / dados diferentes.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","esteta, papelaria-hof, papelariadermato, product, termo",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,153.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/termo-de-consentimento-bichectomia.webp?v=1749570009,1,Termo de consentimento para bichectomia,false,Termo de consentimento para bichectomia • Gráfica médica,"Termo de consentimento e pós operatório de bichectomia ideal para profissionais de saúde, estética e harmonização, que buscam precisão e personalização no atendimento.",,,,,,,,,,,,,,,kg,,,active
termo-de-consentimento-bichectomia,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,193.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/fichas-estetica-harmonizacao-corporal-facial.webp?v=1762443709,2,"Fichas de estética e harmonização corporal e facial. Anamnese, contratos e termos de estética avançada.",,,,,,,,,,,,,,,,,,kg,,,
termo-de-consentimento-bichectomia,,,,,,,,,5 Blocos,,,,,,,,,3250.0,,0,deny,manual,378.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/design-estetica_180e230f-3bf9-49c4-863f-45cf36e8574e.webp?v=1761928996,3,"",,,,,,,,,,,,,,,,,,kg,,,
termo-de-consentimento-bichectomia,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,628.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
termo-de-consentimento-bichectomia,,,,,,,,,25 Blocos,,,,,,,,,650.0,,0,deny,manual,1209.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
